Age_Display,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
57,2114,11200.0,1543.7013438700844,0.1379349916238692,11200.0,True,passes conservative screen,0.5,0.04470228990604522,0.09738582462841675,9
58,2030,10600.0,1486.909710973442,0.140831157887178,10600.0,True,passes conservative screen,0.4,0.04298897171018959,0.09927182680186501,9
59,1986,10500.0,1539.6893185828073,0.1471232661762533,10500.0,True,passes conservative screen,0.4,0.04495281100674682,0.10472730312287136,9
60,1923,10100.0,1633.5074643996925,0.1614757744323338,10100.0,True,passes conservative screen,0.4,0.04944909314834093,0.11917890445543494,9
61,1961,10500.0,1718.5723385547944,0.16383654237891615,10500.0,True,passes conservative screen,0.4,0.049744366707681585,0.11562231688564555,9
62,1864,9800.0,1559.6139997576354,0.15868918633367574,9800.0,True,passes conservative screen,0.4,0.04957706286018176,0.12298886877604757,9
63,1908,10500.0,1888.8953935686648,0.18062983052700377,10500.0,True,passes conservative screen,0.4,0.058795591778164284,0.1370822226854655,9
64,1866,10200.0,1826.1597326414421,0.1788491126707231,10200.0,True,passes conservative screen,0.4,0.05546254390120433,0.1324349517909453,9
65,1972,11100.0,2018.9767082915557,0.1822084529603703,11100.0,True,passes conservative screen,0.5,0.06127006145259029,0.13481565703266854,9
66,1886,10500.0,1994.0681655186122,0.19040706680877192,10500.0,True,passes conservative screen,0.4,0.06138136863810102,0.1429007259757438,9
67,1880,10400.0,2049.0149791362173,0.1971270487029279,10400.0,True,passes conservative screen,0.4,0.063398200557119,0.14870748294394437,9
68,1848,10500.0,2238.203541666072,0.21326805732330134,10500.0,True,passes conservative screen,0.4,0.06701218573045727,0.1556807167980409,9
69,1753,10000.0,2258.516187118517,0.22561683155883144,10000.0,True,passes conservative screen,0.4,0.07084337443366984,0.17254498160377746,9
70,1676,9800.0,2198.9306564535314,0.22542581105215925,9800.0,True,passes conservative screen,0.4,0.06908255536582367,0.17266937034108404,9
71,1628,9200.0,2131.8126057383397,0.2319518863053857,9200.0,True,passes conservative screen,0.4,0.06890979361156896,0.18280355474688642,9
72,1465,8600.0,2009.341105143865,0.23477854456364033,8600.0,True,passes conservative screen,0.4,0.06149736026079795,0.17519270423660308,9
73,1427,8500.0,2314.800690804764,0.2716896723809949,8500.0,True,passes conservative screen,0.3,0.07664839968463169,0.21933978998457274,9
