Activity,Profile_Age,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Swimming/diving,20-24,2148,10400.0,1578.2970322475107,0.1521459689191962,10400.0,True,passes conservative screen,5.7,0.9626049151109255,0.17002900116737762,10
Swimming/diving,25-29,1662,8100.0,1221.2952548003095,0.1506622416823266,8100.0,True,passes conservative screen,4.4,0.6717425413746093,0.15184126964854747,10
Swimming/diving,30-34,1534,7500.0,1275.8672788700392,0.16952617816065924,7500.0,True,passes conservative screen,4.1,0.6797291447129563,0.16548947627421076,10
Swimming/diving,35-39,1387,7100.0,1132.1182648040617,0.15908229301663895,7100.0,True,passes conservative screen,3.9,0.6423993784067746,0.16540109317249385,10
Swimming/diving,40-44,1169,5900.0,969.0082154638343,0.1642654065687393,5900.0,True,passes conservative screen,3.2,0.5242712066202148,0.16284629370191203,10
Swimming/diving,45-49,988,4800.0,859.3697258211296,0.1785960051876568,4800.0,True,passes conservative screen,2.6,0.43642607451375515,0.1661902719230767,10
Swimming/diving,50-54,947,4900.0,976.1046810184271,0.2000984487474291,4900.0,True,passes conservative screen,2.7,0.4496323723885613,0.1688916258148678,10
Swimming/diving,55-59,899,4700.0,935.0033455591553,0.20091780332928316,4700.0,True,passes conservative screen,2.5,0.4497252005907384,0.17707436738900012,10
Swimming/diving,60-64,826,4200.0,995.6971266963028,0.23531987438016042,4200.0,True,passes conservative screen,2.3,0.40470850231083405,0.1752576163581687,10
Swimming/diving,65-69,744,3800.0,976.8452241504878,0.2553010247186616,3800.0,True,passes conservative screen,2.1,0.34378001812112946,0.16463063330538227,10
Swimming/diving,70-74,584,3100.0,1004.8560350240583,0.32104605586691737,3100.0,True,passes conservative screen,1.7,0.4361613868536237,0.25533710323914705,10
Swimming/diving,75-79,430,,776.6553130005165,0.3393120301129105,,False,"CV bound outside [0, 0.33]",,0.2945891615184756,0.23582558618699198,10
Swimming/diving,80+,523,,1127.231136268299,0.39123530247567667,,False,"CV bound outside [0, 0.33]",,0.46143704726320894,0.2934544755129816,10
Baseball/softball,0-4,889,2800.0,530.137977374467,0.1910700733243726,2800.0,True,passes conservative screen,1.9,0.30635179118965156,0.16417028929404318,10
Baseball/softball,5-9,5305,15700.0,2262.0987341807254,0.144268605956319,15700.0,True,passes conservative screen,10.5,0.9112860107062538,0.0864142506088135,10
Baseball/softball,10-14,14451,46300.0,6198.85369768018,0.1339660751544749,46300.0,True,passes conservative screen,31.1,1.840809877735763,0.05915109240344601,10
Baseball/softball,15-19,10278,36300.0,4294.392478959512,0.1182367737699564,36300.0,True,passes conservative screen,24.4,1.1216957790587558,0.04591941103506504,10
Baseball/softball,20-24,1880,8900.0,1203.0479300731172,0.1348652374436229,8900.0,True,passes conservative screen,6.0,0.6959552145688411,0.11600287969402735,10
