Activity,Profile_Age,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Other sport/recreation,25-29,848,3500.0,573.406539459291,0.16470316332034798,3500.0,True,passes conservative screen,4.6,0.8180032301736938,0.17903935255266445,10
Other sport/recreation,30-34,589,2400.0,463.09275554749047,0.19008271278285133,2400.0,True,passes conservative screen,3.2,0.6663201633844802,0.20840674523648348,10
Other sport/recreation,35-39,340,1500.0,336.8214353194777,0.2206628742405158,1500.0,True,passes conservative screen,2.0,0.486710321923864,0.24297091346537078,10
Other sport/recreation,40-44,251,,286.7182403806517,0.24329580917142724,,False,estimate < 1200,,0.3963987097733922,0.2563100993487406,10
Other sport/recreation,45-49,148,,203.24339232910907,0.2949779040638683,,False,estimate < 1200,,0.27355587777192913,0.30253336802990505,10
Other sport/recreation,50-54,150,,225.75749921199227,0.31902530248280814,,False,estimate < 1200,,0.29781765264353965,0.32069158268750986,10
Other sport/recreation,55-59,128,,215.1800775830674,0.32677067498494605,,False,estimate < 1200; proportion CV unassessed or > 0.33,,0.2928285556534523,0.338850883286881,10
Other sport/recreation,60-64,88,,190.4705370001853,0.40596485309607444,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.2629501465499082,0.4270593432391759,10
Other sport/recreation,65-69,77,,177.5756125162446,0.4137904456278657,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.24149161513901327,0.4287986157090693,10
Other sport/recreation,70-74,49,,135.90750358588429,0.5233204097626108,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.1826151433262411,0.5358154193148499,10
Other sport/recreation,75-79,43,,126.17194346302787,0.5184101315058828,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.1683875304181635,0.5271992657113495,10
Other sport/recreation,80+,23,,91.8627654703726,0.6989615754692766,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.12237488201513934,0.7095128305899873,10
Combat sports,0-4,95,,108.4041232919679,0.4471856439231139,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.12853014790140266,0.44260813879358507,10
Combat sports,5-9,1728,4600.0,894.4544841663117,0.19413486412624684,4600.0,True,passes conservative screen,5.5,0.832463112325304,0.1508282269329052,10
Combat sports,10-14,6113,18400.0,2552.1018708910174,0.13863004234148826,18400.0,True,passes conservative screen,22.1,1.5646728895041107,0.07095046476192779,10
Combat sports,15-19,7715,27600.0,3470.1309934480355,0.12582878308840417,27600.0,True,passes conservative screen,33.0,1.7224582423854102,0.05213809586503909,10
Combat sports,20-24,2155,9400.0,1198.117257580679,0.12795316355642442,9400.0,True,passes conservative screen,11.2,1.1899947748898243,0.1060886921737872,10
Combat sports,25-29,1718,7300.0,978.8170859126261,0.13325457372822103,7300.0,True,passes conservative screen,8.8,0.9002018095522426,0.10230404395766332,10
Combat sports,30-34,1191,5200.0,724.385388203197,0.14002610998440768,5200.0,True,passes conservative screen,6.2,0.7614239599575465,0.12286783850464157,10
Combat sports,35-39,833,3700.0,610.5634773278709,0.16356356968521313,3700.0,True,passes conservative screen,4.5,0.6162879067160301,0.13781983979492646,10
Combat sports,40-44,575,2600.0,515.0218392426299,0.20152481737749467,2600.0,True,passes conservative screen,3.1,0.5683864395570548,0.18566025207232295,10
Combat sports,45-49,389,1700.0,392.4431085163457,0.2332028949995143,1700.0,True,passes conservative screen,2.0,0.4294814386280249,0.21304628545000287,10
Combat sports,50-54,250,,305.5050450111845,0.26426261236603227,,False,estimate < 1200,,0.34683778979339625,0.2504471444940167,10
Combat sports,55-59,143,,215.33994443485645,0.3309776101671363,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.24875535396145462,0.31916759629672575,10
Combat sports,60-64,109,,168.32499991633478,0.3813693551644825,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.20244265309390824,0.3828877983709941,10
Combat sports,65-69,63,,115.05307204114975,0.4336729111051931,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.13593380257582235,0.4277242552481853,10
Combat sports,70-74,21,,65.1882068208475,0.5849553915127134,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.0809584328185271,0.6064404242794857,10
Combat sports,75-79,21,,73.7056854601238,0.6275360608310865,,False,"estimate < 1200; CV bound outside [0, 0.33]; proportion CV unassessed or > 0.33",,0.09151610414507967,0.6504404753334665,10
