Body_Region,Age_Band,Source_Year,n,estimate,cv_approx,annual_pass
Elbow/forearm,5-9,2025,813,18800.0,0.13687347221257296,True
Elbow/forearm,10-14,2025,1805,44400.0,0.11560091155509251,True
Elbow/forearm,15-17,2025,635,19700.0,0.12587456534776212,True
Elbow/forearm,18-24,2025,255,12000.0,0.11815370547689158,True
Elbow/forearm,25-34,2025,182,8300.0,0.11976703862132397,True
Elbow/forearm,35-44,2025,140,6600.0,0.10901402732122724,True
Elbow/forearm,45-54,2025,87,4400.0,0.1498995161709405,True
Elbow/forearm,55-64,2025,107,5100.0,0.16007674645631437,True
Elbow/forearm,65-74,2025,97,4500.0,0.19625329189082133,True
Elbow/forearm,75+,2025,59,2600.0,0.24709414098414637,True
Wrist/hand,0-4,2025,209,5300.0,0.11938948811077844,True
Wrist/hand,5-9,2025,1199,35700.0,0.13867099468100083,True
Wrist/hand,10-14,2025,4529,139900.0,0.09842124511846222,True
Wrist/hand,15-17,2025,1970,66500.0,0.08889687013603481,True
Wrist/hand,18-24,2025,1043,51000.0,0.12288090499449546,True
Wrist/hand,25-34,2025,644,30300.0,0.08654039595735057,True
Wrist/hand,35-44,2025,462,22700.0,0.09723894968651242,True
Wrist/hand,45-54,2025,270,14400.0,0.13200880868142778,True
Wrist/hand,55-64,2025,262,14800.0,0.12139931532292805,True
Wrist/hand,65-74,2025,234,12300.0,0.13497930613120582,True
Wrist/hand,75+,2025,126,6900.0,0.17157112305622527,True
Trunk/spine,0-4,2025,54,1600.0,0.2641285607246059,True
Trunk/spine,5-9,2025,493,13500.0,0.17028538445543948,True
Trunk/spine,10-14,2025,1761,51200.0,0.12170742207610825,True
Trunk/spine,15-17,2025,1331,41300.0,0.10402445492266124,True
Trunk/spine,18-24,2025,1078,49900.0,0.12337861368550739,True
Trunk/spine,25-34,2025,1253,57700.0,0.10703951979357154,True
Trunk/spine,35-44,2025,977,43800.0,0.11956139626645436,True
Trunk/spine,45-54,2025,779,35800.0,0.12364521046711689,True
Trunk/spine,55-64,2025,823,37400.0,0.14058373051551784,True
Trunk/spine,65-74,2025,877,41700.0,0.1788533029998113,True
Trunk/spine,75+,2025,704,32600.0,0.21178069609731948,True
Hip/thigh,0-4,2025,48,,0.3246269416773906,False
Hip/thigh,5-9,2025,195,5100.0,0.18143191258222874,True
Hip/thigh,10-14,2025,440,12400.0,0.11955608044036915,True
Hip/thigh,15-17,2025,279,7900.0,0.12194625623526632,True
Hip/thigh,18-24,2025,203,9500.0,0.14712036897426728,True
Hip/thigh,25-34,2025,149,6200.0,0.13804122985897613,True
Hip/thigh,35-44,2025,101,4400.0,0.1687975038745542,True
Hip/thigh,45-54,2025,76,4300.0,0.15406574268458448,True
Hip/thigh,55-64,2025,58,2600.0,0.22701091169445936,True
Hip/thigh,65-74,2025,54,2700.0,0.21493437698902249,True
Hip/thigh,75+,2025,40,2200.0,0.22653117707039422,True
Knee,0-4,2025,20,,0.3717566499074833,False
Knee,5-9,2025,297,7000.0,0.15697049885292347,True
Knee,10-14,2025,2022,56800.0,0.12005633856164775,True
Knee,15-17,2025,1574,48200.0,0.09585237788241033,True
Knee,18-24,2025,883,38600.0,0.11186715004707419,True
Knee,25-34,2025,679,29900.0,0.09984731761251471,True
Knee,35-44,2025,438,20800.0,0.11314179268947347,True
Knee,45-54,2025,229,10800.0,0.12330666924711857,True
Knee,55-64,2025,247,11700.0,0.13312613149982935,True
Knee,65-74,2025,163,8200.0,0.1523162442010409,True
Knee,75+,2025,105,5400.0,0.18352042869231922,True
Lower leg,0-4,2025,57,1200.0,0.30135738537573187,True
Lower leg,5-9,2025,205,5500.0,0.15802710783902757,True
Lower leg,10-14,2025,813,21400.0,0.10023265685408332,True
Lower leg,15-17,2025,473,13700.0,0.13181096477845264,True
Lower leg,18-24,2025,250,11000.0,0.1067755710877038,True
Lower leg,25-34,2025,345,15000.0,0.12651777770532166,True
Lower leg,35-44,2025,338,15400.0,0.10551481235710483,True
Lower leg,45-54,2025,231,11500.0,0.14747071072465695,True
Lower leg,55-64,2025,152,7700.0,0.146674067269656,True
Lower leg,65-74,2025,149,6800.0,0.17701166001539242,True
Lower leg,75+,2025,98,4800.0,0.2436579794917919,True
Ankle,0-4,2025,19,,0.3292883530597414,False
Ankle,5-9,2025,465,13400.0,0.14479301575786654,True
Ankle,10-14,2025,2447,75200.0,0.10250489101228209,True
Ankle,15-17,2025,1999,66800.0,0.09004783863913403,True
Ankle,18-24,2025,1064,48400.0,0.12825833512134224,True
Ankle,25-34,2025,597,27400.0,0.09719703632549541,True
Ankle,35-44,2025,322,15500.0,0.1143183377420134,True
Ankle,45-54,2025,145,8100.0,0.13798884575563705,True
Ankle,55-64,2025,93,4900.0,0.16171966734202234,True
Ankle,65-74,2025,77,4000.0,0.18555358849053186,True
Ankle,75+,2025,42,2500.0,0.25124769018745347,True
Foot/toes,0-4,2025,141,3200.0,0.28422139402895874,True
Foot/toes,5-9,2025,478,14100.0,0.15715677667230835,True
Foot/toes,10-14,2025,1180,32700.0,0.1317387676258236,True
Foot/toes,15-17,2025,636,19500.0,0.11782143230682907,True
Foot/toes,18-24,2025,393,17500.0,0.10684157905677596,True
Foot/toes,25-34,2025,368,18300.0,0.11841582087060665,True
Foot/toes,35-44,2025,253,12200.0,0.1203004669436863,True
Foot/toes,45-54,2025,168,7900.0,0.12878922584308566,True
Foot/toes,55-64,2025,114,5600.0,0.1839640334695735,True
Foot/toes,65-74,2025,83,4500.0,0.17656881146271305,True
Foot/toes,75+,2025,48,2300.0,0.2288085224914735,True
Multiple/systemic,0-4,2025,227,,0.35369000296641273,False
Multiple/systemic,5-9,2025,175,,0.3623754392552181,False
Multiple/systemic,10-14,2025,259,8100.0,0.24547108450851035,True
Multiple/systemic,15-17,2025,191,6400.0,0.23458770486618935,True
Multiple/systemic,18-24,2025,179,8400.0,0.20769197444624954,True
Multiple/systemic,25-34,2025,169,7700.0,0.18966445301345888,True
Multiple/systemic,35-44,2025,91,3900.0,0.18178676477468675,True
Multiple/systemic,45-54,2025,100,4900.0,0.2450136360284969,True
Multiple/systemic,55-64,2025,132,6000.0,0.3013586340515156,True
Multiple/systemic,65-74,2025,155,7400.0,0.31707634856783307,True
Multiple/systemic,75+,2025,178,,0.4681919040833504,False
Internal/systemic,0-4,2025,44,,0.2238744624422235,False
Internal/systemic,5-9,2025,23,,0.2905570241137598,False
Internal/systemic,10-14,2025,10,,0.42974875184204525,False
Internal/systemic,15-17,2025,2,,0.6546536707079772,False
Internal/systemic,18-24,2025,1,,0.9999999999999999,False
Internal/systemic,25-34,2025,2,,0.6863485598738571,False
Internal/systemic,35-44,2025,1,,0.9999999999999998,False
Internal/systemic,45-54,2025,0,,,False
Internal/systemic,55-64,2025,1,,1.0,False
Internal/systemic,65-74,2025,1,,1.0000000000000002,False
Internal/systemic,75+,2025,1,,1.0,False
Not stated/other,0-4,2025,18,,0.3103084003203414,False
Not stated/other,5-9,2025,40,1300.0,0.2164213999193758,True
Not stated/other,10-14,2025,82,2700.0,0.21070881539015718,True
Not stated/other,15-17,2025,79,2800.0,0.24052206675617357,True
Not stated/other,18-24,2025,81,3600.0,0.2968715021379334,True
Not stated/other,25-34,2025,55,2500.0,0.19595002542842532,True
Not stated/other,35-44,2025,50,1700.0,0.20441495345116503,True
Not stated/other,45-54,2025,34,,0.36638954151987585,False
Not stated/other,55-64,2025,51,2000.0,0.2849596719067511,True
Not stated/other,65-74,2025,87,3800.0,0.2766513182348519,True
Not stated/other,75+,2025,96,3900.0,0.29083193527732804,True
