Body_Region,Age_Band,n,estimate,se_bound,cv_bound,estimate_rounded,reportable,reason,percent,percent_se_bound,percent_cv_bound,years
Lower leg,65-74,1008,5100.0,1198.2060252774618,0.23420239405586085,5100.0,True,passes conservative screen,5.4,0.6237094636003331,0.11491499782047168,10
Lower leg,75+,612,3200.0,868.2872667232477,0.26779347062610065,3200.0,True,passes conservative screen,4.8,0.6742493426785862,0.14137736320273697,10
Ankle,0-4,219,,217.46270131049064,0.36398207801440424,,False,"estimate < 1200; CV bound outside [0, 0.33]",,0.34893517347422726,0.2738904854417605,10
Ankle,5-9,3911,11000.0,2131.9333926818936,0.19399783650364977,11000.0,True,passes conservative screen,5.8,0.42884186521228085,0.07428289482301664,10
Ankle,10-14,21825,66200.0,7979.782252242255,0.12050463072597335,66200.0,True,passes conservative screen,11.6,0.4260694529402033,0.03671245244189525,10
Ankle,15-17,18655,62500.0,6831.555279682718,0.10925221258480802,62500.0,True,passes conservative screen,15.6,0.6043377839216988,0.0386925854126831,10
Ankle,18-24,11493,45900.0,4483.065723878797,0.09765227965952208,45900.0,True,passes conservative screen,14.3,0.6311646892136026,0.04420941852134095,10
Ankle,25-34,6670,27500.0,2504.6194849215053,0.09092137771745175,27500.0,True,passes conservative screen,11.0,0.556192063661417,0.0505653503403184,10
Ankle,35-44,3235,14100.0,1525.9180399796473,0.10807072857946748,14100.0,True,passes conservative screen,8.4,0.5911148947244642,0.07049530387649551,10
Ankle,45-54,1582,7100.0,917.7454150309226,0.1285291540619244,7100.0,True,passes conservative screen,5.9,0.6121165412520919,0.10342716398477023,10
Ankle,55-64,970,4500.0,763.5666091592087,0.16989314083145016,4500.0,True,passes conservative screen,4.4,0.5345722497514135,0.1227730404203567,10
Ankle,65-74,585,2900.0,640.0176814199988,0.21930080850684863,2900.0,True,passes conservative screen,3.1,0.5668210212815863,0.1830748796496693,10
Ankle,75+,259,1400.0,431.4528025413491,0.317301817411923,1400.0,True,passes conservative screen,2.0,0.5248570722893051,0.2624237353854756,10
Foot/toes,0-4,1130,3100.0,726.8080348348822,0.23187305156964663,3100.0,True,passes conservative screen,6.7,0.9205353484143046,0.1377234846022621,10
Foot/toes,5-9,4013,11900.0,2198.6221804835104,0.18462052267407775,11900.0,True,passes conservative screen,6.3,0.48090331933102565,0.076869761744045,10
Foot/toes,10-14,10922,32600.0,4830.419496058271,0.14826575067432882,32600.0,True,passes conservative screen,5.7,0.3015336679865558,0.05280950610526712,10
Foot/toes,15-17,5690,18500.0,2640.359087818903,0.1430040583424124,18500.0,True,passes conservative screen,4.6,0.31782149412788946,0.06891376552246353,10
Foot/toes,18-24,4424,18000.0,2064.0558812771824,0.1145111239719639,18000.0,True,passes conservative screen,5.6,0.36876300759534475,0.06578674565098375,10
Foot/toes,25-34,3873,16500.0,1740.4468691169666,0.10560189215419334,16500.0,True,passes conservative screen,6.6,0.43163253516127503,0.06558870903063789,10
Foot/toes,35-44,2456,11000.0,1292.3805640231649,0.1176959235429485,11000.0,True,passes conservative screen,6.5,0.5422284523542831,0.0831504718285061,10
Foot/toes,45-54,1600,7400.0,954.4372837911324,0.12892868756296333,7400.0,True,passes conservative screen,6.1,0.5928062628549016,0.09661310143490345,10
Foot/toes,55-64,1060,5000.0,802.9224393664356,0.16054353418097875,5000.0,True,passes conservative screen,4.8,0.5936906859533255,0.12253132883719273,10
Foot/toes,65-74,627,3200.0,685.59289414269,0.217035146202873,3200.0,True,passes conservative screen,3.4,0.49851349226772357,0.14875625147471036,10
Foot/toes,75+,283,1500.0,421.2739312274821,0.2893378087480454,1500.0,True,passes conservative screen,2.1,0.4819413983122896,0.22503891755130048,10
Multiple/systemic,0-4,2183,,2294.7022297869444,0.388566302916605,,False,"CV bound outside [0, 0.33]",,2.2596332700474764,0.17943771601967523,10
Multiple/systemic,5-9,1459,4300.0,1306.284353996632,0.3040513688025957,4300.0,True,passes conservative screen,2.3,0.38478108431533525,0.17048702838725865,10
Multiple/systemic,10-14,2147,7000.0,1658.0640576024787,0.2361831311995762,7000.0,True,passes conservative screen,1.2,0.19796566577248478,0.16090063150282044,10
Multiple/systemic,15-17,1682,6500.0,1582.823846576653,0.24187355664387944,6500.0,True,passes conservative screen,1.6,0.28190409874613465,0.17246244726982254,10
Multiple/systemic,18-24,1624,7100.0,1362.64062840788,0.19154484717980308,7100.0,True,passes conservative screen,2.2,0.3317347287691366,0.1499494604730495,10
Multiple/systemic,25-34,1484,6800.0,1312.2877053256632,0.19211390621255012,6800.0,True,passes conservative screen,2.7,0.4092071630859829,0.1500295994683017,10
Multiple/systemic,35-44,1001,4500.0,908.206087978336,0.2003839111080724,4500.0,True,passes conservative screen,2.7,0.4352974770572393,0.16172456904481833,10
